area,date,waste_type,weight
Boralesgamuwa UC,2016-08-03,MSW,38170
Boralesgamuwa UC,2016-08-04,MSW,29850
Boralesgamuwa UC,2016-08-05,MSW,15630
Boralesgamuwa UC,2016-08-09,MSW,25400
Boralesgamuwa UC,2016-08-10,MSW,23290
Boralesgamuwa UC,2016-08-10,Sorted Organic Waste,1310
Boralesgamuwa UC,2016-08-11,MSW,30770
Boralesgamuwa UC,2016-08-11,Sorted Organic Waste,5710
Boralesgamuwa UC,2016-08-12,MSW,26250
Boralesgamuwa UC,2016-08-12,Sorted Organic Waste,1350
Boralesgamuwa UC,2016-08-13,MSW,5440
Boralesgamuwa UC,2016-08-14,MSW,17030
Boralesgamuwa UC,2016-08-15,MSW,20750
Boralesgamuwa UC,2016-08-15,Sorted Organic Waste,1070
Boralesgamuwa UC,2016-08-16,MSW,28990
Boralesgamuwa UC,2016-08-16,Sorted Organic Waste,6970
Boralesgamuwa UC,2016-08-17,MSW,18440
Boralesgamuwa UC,2016-08-18,MSW,26700
Boralesgamuwa UC,2016-08-18,Sorted Organic Waste,7950
Boralesgamuwa UC,2016-08-19,MSW,13660
Boralesgamuwa UC,2016-08-19,Sorted Organic Waste,6360
Boralesgamuwa UC,2016-08-20,MSW,26030
Boralesgamuwa UC,2016-08-20,Sorted Organic Waste,1470
Boralesgamuwa UC,2016-08-21,MSW,15450
Boralesgamuwa UC,2016-08-22,MSW,16860
Boralesgamuwa UC,2016-08-22,Sorted Organic Waste,1240
Boralesgamuwa UC,2016-08-29,MSW,24980
Boralesgamuwa UC,2016-08-29,Sorted Organic Waste,6270
Boralesgamuwa UC,2016-08-30,MSW,23880
Boralesgamuwa UC,2016-08-30,Sorted Organic Waste,1880
Boralesgamuwa UC,2016-08-31,MSW,20960
Boralesgamuwa UC,2016-08-31,Sorted Organic Waste,9210
Boralesgamuwa UC,2016-09-01,MSW,35090
Boralesgamuwa UC,2016-09-02,MSW,22690
Boralesgamuwa UC,2016-09-03,MSW,34600
Boralesgamuwa UC,2016-09-04,MSW,26360
Boralesgamuwa UC,2016-09-05,MSW,24150
Boralesgamuwa UC,2016-09-05,Sorted Organic Waste,6500
Boralesgamuwa UC,2016-09-09,MSW,27140
Boralesgamuwa UC,2016-09-10,MSW,16040
Boralesgamuwa UC,2016-09-10,Sorted Organic Waste,1860
Boralesgamuwa UC,2016-09-11,MSW,26110
Boralesgamuwa UC,2016-09-11,Sorted Organic Waste,7340
Boralesgamuwa UC,2016-09-12,MSW,29310
Boralesgamuwa UC,2016-09-12,Sorted Organic Waste,1910
Boralesgamuwa UC,2016-09-13,MSW,29770
Boralesgamuwa UC,2016-09-13,Sorted Organic Waste,6480
Boralesgamuwa UC,2016-09-14,MSW,17100
Boralesgamuwa UC,2016-09-14,Sorted Organic Waste,3280
Boralesgamuwa UC,2016-09-15,MSW,23240
Boralesgamuwa UC,2016-09-15,Sorted Organic Waste,4940
Boralesgamuwa UC,2016-09-16,MSW,19880
Boralesgamuwa UC,2016-09-17,MSW,22060
Boralesgamuwa UC,2016-09-18,MSW,17790
Boralesgamuwa UC,2016-09-19,MSW,26990
Boralesgamuwa UC,2016-09-19,Sorted Organic Waste,1020
Boralesgamuwa UC,2016-09-20,MSW,36890
Boralesgamuwa UC,2016-09-21,MSW,23140
Boralesgamuwa UC,2016-09-21,Sorted Organic Waste,1810
Boralesgamuwa UC,2016-09-22,MSW,21880
Boralesgamuwa UC,2016-09-22,Sorted Organic Waste,1310
Boralesgamuwa UC,2016-09-23,MSW,24820
Boralesgamuwa UC,2016-09-23,Sorted Organic Waste,1140
Boralesgamuwa UC,2016-09-24,MSW,23530
Boralesgamuwa UC,2016-09-24,Sorted Organic Waste,1390
Boralesgamuwa UC,2016-09-25,MSW,14250
Boralesgamuwa UC,2016-09-26,MSW,19800
Boralesgamuwa UC,2016-09-26,Sorted Organic Waste,5760
Boralesgamuwa UC,2016-09-27,MSW,21570
Boralesgamuwa UC,2016-09-27,Sorted Organic Waste,6240
Boralesgamuwa UC,2016-09-28,MSW,19760
Boralesgamuwa UC,2016-09-28,Sorted Organic Waste,2880
Boralesgamuwa UC,2016-09-29,MSW,28650
Boralesgamuwa UC,2016-09-29,Sorted Organic Waste,1780
Boralesgamuwa UC,2016-09-30,MSW,24490
Boralesgamuwa UC,2016-09-30,Sorted Organic Waste,3200
Boralesgamuwa UC,2016-10-01,MSW,16840
Boralesgamuwa UC,2016-10-02,MSW,34130
Boralesgamuwa UC,2016-10-03,MSW,34510
Boralesgamuwa UC,2016-10-04,MSW,18940
Boralesgamuwa UC,2016-10-05,MSW,32720
Boralesgamuwa UC,2016-10-05,Sorted Organic Waste,1820
Boralesgamuwa UC,2016-10-09,MSW,25390
Boralesgamuwa UC,2016-10-09,Sorted Organic Waste,1880
Boralesgamuwa UC,2016-10-10,MSW,20000
Boralesgamuwa UC,2016-10-10,Sorted Organic Waste,5180
Boralesgamuwa UC,2016-10-11,MSW,26550
Boralesgamuwa UC,2016-10-11,Sorted Organic Waste,1560
Boralesgamuwa UC,2016-10-12,MSW,25920
Boralesgamuwa UC,2016-10-12,Sorted Organic Waste,3800
Boralesgamuwa UC,2016-10-13,MSW,23610
Boralesgamuwa UC,2016-10-13,Sorted Organic Waste,5230
Boralesgamuwa UC,2016-10-14,MSW,25580
Boralesgamuwa UC,2016-10-14,Sorted Organic Waste,1730
Boralesgamuwa UC,2016-10-15,MSW,18710
Boralesgamuwa UC,2016-10-15,Sorted Organic Waste,3300
Boralesgamuwa UC,2016-10-16,MSW,10000
Boralesgamuwa UC,2016-10-16,Sorted Organic Waste,2130
Boralesgamuwa UC,2016-10-17,MSW,29990
Boralesgamuwa UC,2016-10-17,Sorted Organic Waste,4450
Boralesgamuwa UC,2016-10-18,MSW,30630
Boralesgamuwa UC,2016-10-18,Sorted Organic Waste,2420
Boralesgamuwa UC,2016-10-19,MSW,28170
Boralesgamuwa UC,2016-10-19,Sorted Organic Waste,3110
Boralesgamuwa UC,2016-10-20,MSW,28180
Boralesgamuwa UC,2016-10-20,Sorted Organic Waste,5240
Boralesgamuwa UC,2016-10-21,MSW,27290
Boralesgamuwa UC,2016-10-21,Sorted Organic Waste,4050
Boralesgamuwa UC,2016-10-22,MSW,29190
Boralesgamuwa UC,2016-10-22,Sorted Organic Waste,2700
Boralesgamuwa UC,2016-10-23,MSW,19950
Boralesgamuwa UC,2016-10-24,MSW,23730
Boralesgamuwa UC,2016-10-24,Sorted Organic Waste,5770
Boralesgamuwa UC,2016-10-25,MSW,26040
Boralesgamuwa UC,2016-10-25,Sorted Organic Waste,1850
Boralesgamuwa UC,2016-10-26,MSW,35900
Boralesgamuwa UC,2016-10-27,MSW,20020
Boralesgamuwa UC,2016-10-28,MSW,26330
Boralesgamuwa UC,2016-10-28,Sorted Organic Waste,2950
Boralesgamuwa UC,2016-10-29,MSW,21960
Boralesgamuwa UC,2016-10-29,Sorted Organic Waste,4050
Boralesgamuwa UC,2016-10-30,MSW,14340
Boralesgamuwa UC,2016-10-31,MSW,37070
Boralesgamuwa UC,2016-10-31,Sorted Organic Waste,1880
Boralesgamuwa UC,2016-11-01,MSW,26910
Boralesgamuwa UC,2016-11-02,MSW,36690
Boralesgamuwa UC,2016-11-03,MSW,27380
Boralesgamuwa UC,2016-11-04,MSW,31550
Boralesgamuwa UC,2016-11-05,MSW,21700
Boralesgamuwa UC,2016-11-05,Sorted Organic Waste,8930
Boralesgamuwa UC,2016-11-09,MSW,13020
Boralesgamuwa UC,2016-11-10,MSW,19640
Boralesgamuwa UC,2016-11-10,Sorted Organic Waste,1600
Boralesgamuwa UC,2016-11-11,MSW,39040
Boralesgamuwa UC,2016-11-11,Sorted Organic Waste,2250
Boralesgamuwa UC,2016-11-12,MSW,17820
Boralesgamuwa UC,2016-11-13,MSW,19610
Boralesgamuwa UC,2016-11-14,MSW,24840
Boralesgamuwa UC,2016-11-15,MSW,30890
Boralesgamuwa UC,2016-11-15,Sorted Organic Waste,6090
Boralesgamuwa UC,2016-11-16,MSW,30200
Boralesgamuwa UC,2016-11-16,Sorted Organic Waste,420
Boralesgamuwa UC,2016-11-17,MSW,26050
Boralesgamuwa UC,2016-11-17,Sorted Organic Waste,4130
Boralesgamuwa UC,2016-11-18,MSW,38130
Boralesgamuwa UC,2016-11-18,Sorted Organic Waste,4670
Boralesgamuwa UC,2016-11-19,MSW,26080
Boralesgamuwa UC,2016-11-19,Sorted Organic Waste,4720
Boralesgamuwa UC,2016-11-20,MSW,19940
Boralesgamuwa UC,2016-11-21,MSW,32550
Boralesgamuwa UC,2016-11-21,Sorted Organic Waste,1160
Boralesgamuwa UC,2016-11-22,MSW,29150
Boralesgamuwa UC,2016-11-22,Sorted Organic Waste,8550
Boralesgamuwa UC,2016-11-23,MSW,38860
Boralesgamuwa UC,2016-11-23,Sorted Organic Waste,1710
Boralesgamuwa UC,2016-11-24,MSW,25800
Boralesgamuwa UC,2016-11-24,Sorted Organic Waste,8010
Boralesgamuwa UC,2016-11-25,MSW,25550
Boralesgamuwa UC,2016-11-25,Sorted Organic Waste,3170
Boralesgamuwa UC,2016-11-26,MSW,20540
Boralesgamuwa UC,2016-11-26,Sorted Organic Waste,3990
Boralesgamuwa UC,2016-11-27,MSW,18950
Boralesgamuwa UC,2016-11-28,MSW,18720
Boralesgamuwa UC,2016-11-28,Sorted Organic Waste,5980
Boralesgamuwa UC,2016-11-29,MSW,35720
Boralesgamuwa UC,2016-11-29,Sorted Organic Waste,1240
Boralesgamuwa UC,2016-11-30,MSW,30680
Boralesgamuwa UC,2016-11-30,Sorted Organic Waste,7260
Boralesgamuwa UC,2016-12-01,MSW,38540
Boralesgamuwa UC,2016-12-02,MSW,37260
Boralesgamuwa UC,2016-12-03,MSW,28700
Boralesgamuwa UC,2016-12-04,MSW,39430
Boralesgamuwa UC,2016-12-05,MSW,28990
Boralesgamuwa UC,2016-12-05,Sorted Organic Waste,1270
Boralesgamuwa UC,2016-12-09,MSW,16050
Boralesgamuwa UC,2016-12-09,Sorted Organic Waste,4210
Boralesgamuwa UC,2016-12-10,MSW,25250
Boralesgamuwa UC,2016-12-10,Sorted Organic Waste,3010
Boralesgamuwa UC,2016-12-11,MSW,20750
Boralesgamuwa UC,2016-12-11,Sorted Organic Waste,1530
Boralesgamuwa UC,2016-12-12,MSW,18530
Boralesgamuwa UC,2016-12-12,Sorted Organic Waste,2650
Boralesgamuwa UC,2016-12-13,MSW,16440
Boralesgamuwa UC,2016-12-13,Sorted Organic Waste,1760
Boralesgamuwa UC,2016-12-14,MSW,37680
Boralesgamuwa UC,2016-12-14,Sorted Organic Waste,1720
Boralesgamuwa UC,2016-12-15,MSW,25410
Boralesgamuwa UC,2016-12-15,Sorted Organic Waste,2030
Boralesgamuwa UC,2016-12-16,MSW,40210
Boralesgamuwa UC,2016-12-16,Sorted Organic Waste,1730
Boralesgamuwa UC,2016-12-17,MSW,24880
Boralesgamuwa UC,2016-12-17,Sorted Organic Waste,2230
Boralesgamuwa UC,2016-12-18,MSW,16460
Boralesgamuwa UC,2016-12-19,MSW,22640
Boralesgamuwa UC,2016-12-19,Sorted Organic Waste,4990
Boralesgamuwa UC,2016-12-20,MSW,21670
Boralesgamuwa UC,2016-12-20,Sorted Organic Waste,7090
Boralesgamuwa UC,2016-12-21,MSW,30240
Boralesgamuwa UC,2016-12-21,Sorted Organic Waste,1460
Boralesgamuwa UC,2016-12-22,MSW,23970
Boralesgamuwa UC,2016-12-22,Sorted Organic Waste,6890
Boralesgamuwa UC,2016-12-23,MSW,33840
Boralesgamuwa UC,2016-12-23,Sorted Organic Waste,3500
Boralesgamuwa UC,2016-12-24,MSW,27820
Boralesgamuwa UC,2016-12-24,Sorted Organic Waste,4610
Boralesgamuwa UC,2016-12-25,MSW,11020
Boralesgamuwa UC,2016-12-26,MSW,23340
Boralesgamuwa UC,2016-12-26,Sorted Organic Waste,4290
Boralesgamuwa UC,2016-12-27,MSW,25400
Boralesgamuwa UC,2016-12-27,Sorted Organic Waste,2170
Boralesgamuwa UC,2016-12-28,MSW,34350
Boralesgamuwa UC,2016-12-28,Sorted Organic Waste,2390
Boralesgamuwa UC,2016-12-29,MSW,42590
Boralesgamuwa UC,2016-12-30,MSW,38640
Boralesgamuwa UC,2016-12-31,MSW,34140
Boralesgamuwa UC,2016-12-31,Sorted Organic Waste,1480
Boralesgamuwa UC,2017-01-01,MSW,18490
Boralesgamuwa UC,2017-01-02,MSW,28900
Boralesgamuwa UC,2017-01-02,Sorted Organic Waste,1560
Boralesgamuwa UC,2017-01-03,MSW,23960
Boralesgamuwa UC,2017-01-03,Sorted Organic Waste,5950
Boralesgamuwa UC,2017-01-04,MSW,14490
Boralesgamuwa UC,2017-01-05,MSW,11390
Boralesgamuwa UC,2017-01-06,MSW,31310
Boralesgamuwa UC,2017-01-07,MSW,26660
Boralesgamuwa UC,2017-01-07,Sorted Organic Waste,3810
Boralesgamuwa UC,2017-01-08,MSW,28250
Boralesgamuwa UC,2017-01-08,Sorted Organic Waste,2400
Boralesgamuwa UC,2017-01-09,MSW,21540
Boralesgamuwa UC,2017-01-09,Sorted Organic Waste,3120
Boralesgamuwa UC,2017-01-10,MSW,16170
Boralesgamuwa UC,2017-01-11,MSW,34210
Boralesgamuwa UC,2017-01-12,MSW,35320
Boralesgamuwa UC,2017-01-13,MSW,5090
Boralesgamuwa UC,2017-01-14,MSW,18460
Boralesgamuwa UC,2017-01-14,Sorted Organic Waste,1690
Boralesgamuwa UC,2017-01-15,MSW,14780
Boralesgamuwa UC,2017-01-16,MSW,12650
Boralesgamuwa UC,2017-01-18,MSW,19000
Boralesgamuwa UC,2017-01-18,Sorted Organic Waste,4050
Boralesgamuwa UC,2017-01-19,MSW,30520
Boralesgamuwa UC,2017-01-19,Sorted Organic Waste,6340
Boralesgamuwa UC,2017-01-20,MSW,29830
Boralesgamuwa UC,2017-01-20,Sorted Organic Waste,3870
Boralesgamuwa UC,2017-01-21,MSW,26930
Boralesgamuwa UC,2017-01-21,Sorted Organic Waste,1890
Boralesgamuwa UC,2017-01-22,MSW,16610
Boralesgamuwa UC,2017-01-23,MSW,14860
Boralesgamuwa UC,2017-01-23,Sorted Organic Waste,4050
Boralesgamuwa UC,2017-01-24,MSW,37310
Boralesgamuwa UC,2017-01-25,MSW,22850
Boralesgamuwa UC,2017-01-25,Sorted Organic Waste,4440
Boralesgamuwa UC,2017-01-26,MSW,39300
Boralesgamuwa UC,2017-01-26,Sorted Organic Waste,3550
Boralesgamuwa UC,2017-01-27,MSW,29930
Boralesgamuwa UC,2017-01-27,Sorted Organic Waste,5610
Boralesgamuwa UC,2017-01-28,MSW,29470
Boralesgamuwa UC,2017-01-28,Sorted Organic Waste,1820
Boralesgamuwa UC,2017-01-29,MSW,14110
Boralesgamuwa UC,2017-01-29,Sorted Organic Waste,1610
Boralesgamuwa UC,2017-01-30,MSW,22580
Boralesgamuwa UC,2017-01-30,Sorted Organic Waste,4610
Boralesgamuwa UC,2017-01-31,MSW,28010
Boralesgamuwa UC,2017-01-31,Sorted Organic Waste,8750
Boralesgamuwa UC,2017-02-01,MSW,16780
Boralesgamuwa UC,2017-02-01,Sorted Organic Waste,3060
Boralesgamuwa UC,2017-02-02,MSW,32720
Boralesgamuwa UC,2017-02-02,Sorted Organic Waste,4900
Boralesgamuwa UC,2017-02-03,MSW,27120
Boralesgamuwa UC,2017-02-03,Sorted Organic Waste,2280
Boralesgamuwa UC,2017-02-04,MSW,12130
Boralesgamuwa UC,2017-02-04,Sorted Organic Waste,1330
Boralesgamuwa UC,2017-02-05,MSW,30370
Boralesgamuwa UC,2017-02-06,MSW,35680
Boralesgamuwa UC,2017-02-06,Sorted Organic Waste,2690
Boralesgamuwa UC,2017-02-07,MSW,19290
Boralesgamuwa UC,2017-02-08,MSW,17200
Boralesgamuwa UC,2017-02-08,Sorted Organic Waste,8930
Boralesgamuwa UC,2017-02-09,MSW,22870
Boralesgamuwa UC,2017-02-10,MSW,31300
Boralesgamuwa UC,2017-02-10,Sorted Organic Waste,2820
Boralesgamuwa UC,2017-02-11,MSW,21190
Boralesgamuwa UC,2017-02-11,Sorted Organic Waste,4570
Boralesgamuwa UC,2017-02-12,MSW,21690
Boralesgamuwa UC,2017-02-12,Sorted Organic Waste,4590
Boralesgamuwa UC,2017-02-13,MSW,26630
Boralesgamuwa UC,2017-02-13,Sorted Organic Waste,5020
Boralesgamuwa UC,2017-02-14,MSW,25550
Boralesgamuwa UC,2017-02-14,Sorted Organic Waste,5320
Boralesgamuwa UC,2017-02-15,MSW,42240
Boralesgamuwa UC,2017-02-16,MSW,29080
Boralesgamuwa UC,2017-02-17,MSW,27080
Boralesgamuwa UC,2017-02-17,Sorted Organic Waste,5300
Boralesgamuwa UC,2017-02-18,MSW,17190
Boralesgamuwa UC,2017-02-18,Sorted Organic Waste,2790
Boralesgamuwa UC,2017-02-19,MSW,21050
Boralesgamuwa UC,2017-02-20,MSW,15680
Boralesgamuwa UC,2017-02-20,Sorted Organic Waste,6380
Boralesgamuwa UC,2017-02-21,MSW,31830
Boralesgamuwa UC,2017-02-22,MSW,22080
Boralesgamuwa UC,2017-02-22,Sorted Organic Waste,1020
Boralesgamuwa UC,2017-02-23,MSW,29480
Boralesgamuwa UC,2017-02-23,Sorted Organic Waste,3280
Boralesgamuwa UC,2017-02-24,MSW,30060
Boralesgamuwa UC,2017-02-25,MSW,24970
Boralesgamuwa UC,2017-02-25,Sorted Organic Waste,4420
Boralesgamuwa UC,2017-02-26,MSW,22960
Boralesgamuwa UC,2017-02-27,MSW,23910
Boralesgamuwa UC,2017-02-27,Sorted Organic Waste,5690
Boralesgamuwa UC,2017-02-28,MSW,20590
Boralesgamuwa UC,2017-02-28,Sorted Organic Waste,2050
Boralesgamuwa UC,2017-03-01,MSW,32260
Boralesgamuwa UC,2017-03-02,MSW,31960
Boralesgamuwa UC,2017-03-02,Sorted Organic Waste,3840
Boralesgamuwa UC,2017-03-03,MSW,29870
Boralesgamuwa UC,2017-03-03,Sorted Organic Waste,2460
Boralesgamuwa UC,2017-03-04,MSW,20020
Boralesgamuwa UC,2017-03-04,Sorted Organic Waste,2790
Boralesgamuwa UC,2017-03-05,MSW,34060
Boralesgamuwa UC,2017-03-05,Sorted Organic Waste,1880
Boralesgamuwa UC,2017-03-06,MSW,24210
Boralesgamuwa UC,2017-03-06,Sorted Organic Waste,1520
Boralesgamuwa UC,2017-03-07,MSW,20950
Boralesgamuwa UC,2017-03-07,Sorted Organic Waste,3820
Boralesgamuwa UC,2017-03-08,MSW,35350
Boralesgamuwa UC,2017-03-08,Sorted Organic Waste,2380
Boralesgamuwa UC,2017-03-09,MSW,10060
Boralesgamuwa UC,2017-03-10,MSW,20500
Boralesgamuwa UC,2017-03-10,Sorted Organic Waste,2710
Boralesgamuwa UC,2017-03-11,MSW,18380
Boralesgamuwa UC,2017-03-12,MSW,27070
Boralesgamuwa UC,2017-03-13,MSW,23720
Boralesgamuwa UC,2017-03-13,Sorted Organic Waste,4290
Boralesgamuwa UC,2017-03-14,MSW,23000
Boralesgamuwa UC,2017-03-14,Sorted Organic Waste,2300
Boralesgamuwa UC,2017-03-15,MSW,33900
Boralesgamuwa UC,2017-03-15,Sorted Organic Waste,7600
Boralesgamuwa UC,2017-03-16,MSW,36050
Boralesgamuwa UC,2017-03-16,Sorted Organic Waste,2500
Boralesgamuwa UC,2017-03-17,MSW,28190
Boralesgamuwa UC,2017-03-17,Sorted Organic Waste,4730
Boralesgamuwa UC,2017-03-18,MSW,26840
Boralesgamuwa UC,2017-03-18,Sorted Organic Waste,1750
Boralesgamuwa UC,2017-03-19,MSW,10980
Boralesgamuwa UC,2017-03-20,MSW,24040
Boralesgamuwa UC,2017-03-21,MSW,45920
Boralesgamuwa UC,2017-03-22,MSW,36910
Boralesgamuwa UC,2017-03-23,MSW,39530
Boralesgamuwa UC,2017-03-24,MSW,49080
Boralesgamuwa UC,2017-03-25,MSW,29510
Boralesgamuwa UC,2017-03-26,MSW,12930
Boralesgamuwa UC,2017-03-27,MSW,21880
Boralesgamuwa UC,2017-03-27,Sorted Organic Waste,1300
Boralesgamuwa UC,2017-03-28,MSW,26180
Boralesgamuwa UC,2017-03-28,Sorted Organic Waste,6730
Boralesgamuwa UC,2017-03-29,MSW,32210
Boralesgamuwa UC,2017-03-29,Sorted Organic Waste,1950
Boralesgamuwa UC,2017-03-30,MSW,25840
Boralesgamuwa UC,2017-03-30,Sorted Organic Waste,2720
Boralesgamuwa UC,2017-03-31,MSW,31440
Boralesgamuwa UC,2017-03-31,Sorted Organic Waste,2730
Boralesgamuwa UC,2017-04-01,MSW,31720
Boralesgamuwa UC,2017-04-01,Sorted Organic Waste,2200
Boralesgamuwa UC,2017-04-02,MSW,13460
Boralesgamuwa UC,2017-04-02,Sorted Organic Waste,1500
Boralesgamuwa UC,2017-04-03,MSW,23980
Boralesgamuwa UC,2017-04-03,Sorted Organic Waste,1970
Boralesgamuwa UC,2017-04-04,MSW,45470
Boralesgamuwa UC,2017-04-05,MSW,28680
Boralesgamuwa UC,2017-04-06,MSW,19280
Boralesgamuwa UC,2017-04-07,MSW,28790
Boralesgamuwa UC,2017-04-07,Sorted Organic Waste,4480
Boralesgamuwa UC,2017-04-08,MSW,22040
Boralesgamuwa UC,2017-04-08,Sorted Organic Waste,5540
Boralesgamuwa UC,2017-04-09,MSW,14730
Boralesgamuwa UC,2017-04-09,Sorted Organic Waste,4860
Boralesgamuwa UC,2017-04-10,MSW,28270
Boralesgamuwa UC,2017-04-10,Sorted Organic Waste,1180
Boralesgamuwa UC,2017-04-11,MSW,30570
Boralesgamuwa UC,2017-04-11,Sorted Organic Waste,1200
Boralesgamuwa UC,2017-04-12,MSW,30480
Boralesgamuwa UC,2017-04-12,Sorted Organic Waste,1420
Boralesgamuwa UC,2017-04-13,MSW,24600
Boralesgamuwa UC,2017-04-14,MSW,5070
Boralesgamuwa UC,2017-04-15,MSW,8300
Boralesgamuwa UC,2017-04-16,MSW,7990
Boralesgamuwa UC,2017-04-17,MSW,14320
Boralesgamuwa UC,2017-04-18,MSW,23790
Boralesgamuwa UC,2017-04-19,MSW,22430
Boralesgamuwa UC,2017-04-20,MSW,31780
Boralesgamuwa UC,2017-04-21,MSW,35380
Boralesgamuwa UC,2017-04-22,MSW,14010
Boralesgamuwa UC,2017-04-22,Sorted Organic Waste,1040
Boralesgamuwa UC,2017-04-23,MSW,11100
Boralesgamuwa UC,2017-04-24,MSW,29090
Boralesgamuwa UC,2017-04-24,Sorted Organic Waste,2420
Boralesgamuwa UC,2017-04-25,MSW,27130
Boralesgamuwa UC,2017-04-26,MSW,40910
Boralesgamuwa UC,2017-04-26,Sorted Organic Waste,3920
Boralesgamuwa UC,2017-04-27,MSW,31980
Boralesgamuwa UC,2017-04-27,Sorted Organic Waste,2000
Boralesgamuwa UC,2017-04-28,MSW,28270
Boralesgamuwa UC,2017-04-29,MSW,24470
Boralesgamuwa UC,2017-04-29,Sorted Organic Waste,2860
Boralesgamuwa UC,2017-04-30,MSW,19720
Boralesgamuwa UC,2017-05-01,MSW,26560
Boralesgamuwa UC,2017-05-01,Sorted Organic Waste,4490
Boralesgamuwa UC,2017-05-02,MSW,24110
Boralesgamuwa UC,2017-05-03,MSW,13960
Boralesgamuwa UC,2017-05-04,MSW,42830
Boralesgamuwa UC,2017-05-05,MSW,31960
Boralesgamuwa UC,2017-05-06,MSW,37760
Boralesgamuwa UC,2017-05-07,MSW,26480
Boralesgamuwa UC,2017-05-07,Sorted Organic Waste,2610
Boralesgamuwa UC,2017-05-08,MSW,23480
Boralesgamuwa UC,2017-05-08,Sorted Organic Waste,1600
Boralesgamuwa UC,2017-05-09,MSW,11720
Boralesgamuwa UC,2017-05-10,MSW,23160
Boralesgamuwa UC,2017-05-11,MSW,22630
Boralesgamuwa UC,2017-05-12,MSW,45780
Boralesgamuwa UC,2017-05-12,Sorted Organic Waste,4330
Boralesgamuwa UC,2017-05-13,MSW,20170
Boralesgamuwa UC,2017-05-13,Sorted Organic Waste,2860
Boralesgamuwa UC,2017-05-14,MSW,9100
Boralesgamuwa UC,2017-05-14,Sorted Organic Waste,2490
Boralesgamuwa UC,2017-05-15,MSW,32720
Boralesgamuwa UC,2017-05-15,Sorted Organic Waste,2670
Boralesgamuwa UC,2017-05-16,MSW,33030
Boralesgamuwa UC,2017-05-16,Sorted Organic Waste,7700
Boralesgamuwa UC,2017-05-17,MSW,38340
Boralesgamuwa UC,2017-05-18,MSW,27900
Boralesgamuwa UC,2017-05-19,MSW,37230
Boralesgamuwa UC,2017-05-19,Sorted Organic Waste,600
Boralesgamuwa UC,2017-05-20,MSW,42500
Boralesgamuwa UC,2017-05-20,Sorted Organic Waste,1190
Boralesgamuwa UC,2017-05-21,MSW,17040
Boralesgamuwa UC,2017-05-22,MSW,26100
Boralesgamuwa UC,2017-05-23,MSW,33030
Boralesgamuwa UC,2017-05-23,Sorted Organic Waste,1500
Boralesgamuwa UC,2017-05-24,MSW,25290
Boralesgamuwa UC,2017-05-24,Sorted Organic Waste,12200
Boralesgamuwa UC,2017-05-25,MSW,17850
Boralesgamuwa UC,2017-05-25,Sorted Organic Waste,2180
Boralesgamuwa UC,2017-05-26,MSW,27020
Boralesgamuwa UC,2017-05-26,Sorted Organic Waste,2280
Boralesgamuwa UC,2017-05-27,MSW,28490
Boralesgamuwa UC,2017-05-27,Sorted Organic Waste,1720
Boralesgamuwa UC,2017-05-28,MSW,16240
Boralesgamuwa UC,2017-05-29,MSW,33620
Boralesgamuwa UC,2017-05-29,Sorted Organic Waste,1170
Boralesgamuwa UC,2017-05-30,MSW,30880
Boralesgamuwa UC,2017-05-31,MSW,39150
Boralesgamuwa UC,2017-06-01,MSW,31990
Boralesgamuwa UC,2017-06-01,Sorted Organic Waste,5240
Boralesgamuwa UC,2017-06-02,MSW,20690
Boralesgamuwa UC,2017-06-02,Sorted Organic Waste,5190
Boralesgamuwa UC,2017-06-03,MSW,30470
Boralesgamuwa UC,2017-06-04,MSW,45840
Boralesgamuwa UC,2017-06-05,MSW,30440
Boralesgamuwa UC,2017-06-05,Sorted Organic Waste,4350
Boralesgamuwa UC,2017-06-06,MSW,31100
Boralesgamuwa UC,2017-06-06,Sorted Organic Waste,7240
Boralesgamuwa UC,2017-06-07,MSW,20860
Boralesgamuwa UC,2017-06-07,Sorted Organic Waste,5470
Boralesgamuwa UC,2017-06-08,MSW,12600
Boralesgamuwa UC,2017-06-09,MSW,39960
Boralesgamuwa UC,2017-06-10,MSW,29400
Boralesgamuwa UC,2017-06-10,Sorted Organic Waste,2430
Boralesgamuwa UC,2017-06-11,MSW,33350
Boralesgamuwa UC,2017-06-11,Sorted Organic Waste,1380
Boralesgamuwa UC,2017-06-12,MSW,40090
Boralesgamuwa UC,2017-06-12,Sorted Organic Waste,3630
Boralesgamuwa UC,2017-06-13,MSW,33880
Boralesgamuwa UC,2017-06-14,MSW,34060
Boralesgamuwa UC,2017-06-14,Sorted Organic Waste,2360
Boralesgamuwa UC,2017-06-15,MSW,30710
Boralesgamuwa UC,2017-06-15,Sorted Organic Waste,1630
Boralesgamuwa UC,2017-06-16,MSW,25110
Boralesgamuwa UC,2017-06-17,MSW,30100
Boralesgamuwa UC,2017-06-18,MSW,18390
Boralesgamuwa UC,2017-06-19,MSW,33270
Boralesgamuwa UC,2017-06-20,MSW,35880
Boralesgamuwa UC,2017-06-20,Sorted Organic Waste,1770
Boralesgamuwa UC,2017-06-21,MSW,23100
Boralesgamuwa UC,2017-06-21,Sorted Organic Waste,5330
Boralesgamuwa UC,2017-06-22,MSW,29830
Boralesgamuwa UC,2017-06-22,Sorted Organic Waste,1960
Boralesgamuwa UC,2017-06-23,MSW,24740
